mon_year,KM_driven,Fuel_Type,Horse_Power,Color,Transmission,Engine,Doors,Cylinders,Gears,Sport_Model,selling_price
Dec_2003,107898,Diesel,72,Non-Metallic,Manual,2000,3,4,5,1,8745
Jun_2003,107557,Petrol,110,Metallic,Manual,1600,3,4,6,1,9487
Jan_2003,107061,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,9487
Aug_2003,106793,Petrol,110,Non-Metallic,Manual,1600,5,4,5,1,9487
Apr_2003,106583,Petrol,110,Metallic,Manual,1600,5,4,5,0,9487
Feb_2003,105768,Petrol,110,Metallic,Manual,1600,5,4,5,1,10017
Oct_2003,104577,Petrol,86,Metallic,Manual,1300,3,4,5,0,9487
Apr_2003,104410,Petrol,110,Metallic,Manual,1600,5,4,5,0,9805
May_2003,104188,Petrol,86,Non-Metallic,Manual,1300,4,4,5,0,9275
Aug_2003,103507,Petrol,110,Metallic,Manual,1600,3,4,6,1,10547
Aug_2003,103270,Petrol,110,Metallic,Manual,1600,5,4,5,0,10547
Apr_2003,103003,Petrol,86,Non-Metallic,Manual,1300,3,4,5,1,10494
Mar_2003,102869,Petrol,86,Metallic,Manual,1300,4,4,5,0,9487
Feb_2003,101760,Petrol,110,Metallic,Manual,1600,3,4,5,1,9487
Sept_2003,101760,Diesel,72,Non-Metallic,Manual,2000,4,4,5,0,12985
Feb_2003,101495,Petrol,110,Metallic,Manual,1600,5,4,5,0,9805
Aug_2003,100856,Petrol,110,Metallic,Manual,1600,3,4,5,0,10865
Jan_2003,100700,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,9487
Apr_2003,100700,Petrol,110,Metallic,Manual,1600,3,4,5,0,8479
Mar_2003,100282,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,10494
Jun_2003,100174,Petrol,86,Metallic,Manual,1300,4,4,5,0,8745
Apr_2003,99034,Petrol,110,Metallic,Manual,1600,5,4,5,0,11130
Apr_2003,99012,Petrol,86,Non-Metallic,Manual,1300,3,4,5,1,8957
Jan_2003,98894,Petrol,110,Metallic,Manual,1600,5,4,5,0,10494
Jul_2003,98684,Petrol,110,Metallic,Manual,1600,5,4,5,0,11130
Feb_2003,98497,Diesel,72,Metallic,Manual,2000,4,4,5,0,9010
Aug_2003,98048,Petrol,110,Metallic,Manual,1600,3,4,5,1,10070
Apr_2003,97760,Petrol,110,Non-Metallic,Manual,1600,3,4,6,1,10017
Jan_2003,96995,Diesel,72,Non-Metallic,Manual,2000,3,4,5,0,10494
May_2003,96813,Petrol,110,Metallic,Manual,1600,3,4,5,1,8745
Apr_2003,96721,Petrol,86,Metallic,Manual,1300,3,4,5,1,9275
Nov_2003,96460,Petrol,110,Metallic,Manual,1600,5,4,5,0,10070
Jan_2003,96171,Petrol,110,Non-Metallic,Manual,1600,3,4,5,1,8957
Jul_2003,95400,Petrol,110,Non-Metallic,Manual,1600,3,4,5,1,8999
Sept_2003,94951,Petrol,110,Non-Metallic,Manual,1600,4,4,5,0,9275
May_2003,94494,Petrol,86,Metallic,Manual,1300,3,4,5,1,10335
Jun_2003,94340,Petrol,110,Metallic,Manual,1600,5,4,5,0,10547
Jan_2003,94135,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,9010
Jun_2003,94006,Petrol,110,Non-Metallic,Manual,1600,5,4,5,1,8957
Jul_2003,93987,Petrol,110,Metallic,Manual,1600,4,4,5,0,8374
Dec_2003,93789,Petrol,110,Metallic,Manual,1600,3,4,5,1,9275
Aug_2003,93415,Petrol,86,Non-Metallic,Manual,1300,3,4,5,1,8427
Jul_2003,93280,Petrol,86,Non-Metallic,Manual,1300,3,4,5,0,7314
Apr_2003,93090,Petrol,86,Metallic,Manual,1300,3,4,5,0,8639
Oct_2003,92913,Petrol,86,Metallic,Automatic,1300,5,4,5,0,11655
Oct_2003,92101,Petrol,110,Metallic,Manual,1600,3,4,5,1,9434
Oct_2003,92083,Petrol,86,Metallic,Manual,1300,5,4,5,0,10070
Jan_2003,91917,Petrol,110,Metallic,Manual,1600,4,4,5,0,9487
Apr_2003,91042,Petrol,110,Non-Metallic,Manual,1600,3,4,6,0,12190
Jul_2003,90100,Petrol,110,Metallic,Manual,1600,3,4,5,0,11077
Sept_2003,90100,Petrol,86,Metallic,Manual,1300,3,4,5,1,11130
Jan_2003,90075,Petrol,110,Metallic,Manual,1600,4,4,5,0,9805
Apr_2003,89631,Petrol,110,Metallic,Manual,1600,5,4,5,0,11607
Jul_2003,89622,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,11077
Jan_2003,89551,Petrol,110,Metallic,Manual,1600,5,4,5,0,9805
Jul_2003,88942,Petrol,110,Metallic,Manual,1600,5,4,5,1,9275
Feb_2003,88574,Petrol,86,Non-Metallic,Manual,1300,3,4,5,1,9275
Jan_2003,87980,Petrol,107,Metallic,Automatic,1600,5,4,5,1,10388
May_2003,87686,Petrol,86,Non-Metallic,Manual,1300,3,4,5,0,8745
Jul_2003,87366,Petrol,110,Metallic,Manual,1600,3,4,6,1,11077
Nov_2003,87189,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,10335
Aug_2003,87042,Petrol,110,Metallic,Manual,1600,3,4,5,0,9487
Apr_2003,86920,Petrol,86,Metallic,Manual,1300,3,4,5,0,7897
Jan_2003,86883,Petrol,86,Metallic,Manual,1300,5,4,5,0,8957
Mar_2003,86125,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,8745
Apr_2003,86064,Petrol,110,Metallic,Manual,1600,3,4,6,1,11607
Aug_2003,86040,Petrol,110,Metallic,Manual,1600,4,4,5,0,9487
Mar_2003,85948,Petrol,86,Non-Metallic,Manual,1300,3,4,5,1,9275
Aug_2003,85557,Petrol,110,Metallic,Manual,1600,5,4,5,0,11077
Dec_2003,85298,Petrol,110,Non-Metallic,Manual,1600,5,4,5,1,11607
Apr_2003,85265,Petrol,110,Metallic,Manual,1600,4,4,5,0,8957
Oct_2003,85256,Petrol,110,Metallic,Manual,1600,3,4,6,1,10547
Jan_2003,85252,Petrol,110,Metallic,Manual,1600,3,4,5,0,10547
Jul_2003,85081,Petrol,86,Non-Metallic,Manual,1300,3,4,5,0,9275
Apr_2003,84962,Petrol,110,Non-Metallic,Manual,1600,5,4,5,1,10547
Jan_2003,84928,Petrol,110,Non-Metallic,Manual,1600,5,4,5,1,10070
Apr_2003,84891,Petrol,110,Metallic,Manual,1600,4,4,5,0,8745
Jul_2003,84800,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,11607
Sept_2003,84800,Petrol,86,Non-Metallic,Manual,1300,5,4,5,0,8427
Apr_2003,84800,Petrol,86,Metallic,Manual,1300,2,4,5,0,8745
Feb_2003,84649,Petrol,110,Metallic,Manual,1600,4,4,5,0,10489
Feb_2003,84548,Petrol,86,Metallic,Manual,1300,3,4,5,0,9678
Oct_2003,84440,Petrol,86,Non-Metallic,Automatic,1300,5,4,5,1,11607
Sept_2003,83899,Petrol,110,Metallic,Manual,1600,5,4,5,0,11130
Aug_2003,83740,Petrol,110,Metallic,Manual,1600,3,4,5,0,9434
Dec_2003,83692,Petrol,86,Metallic,Manual,1300,5,4,5,1,10070
Oct_2003,83475,Diesel,90,Metallic,Manual,1975,5,4,5,0,11607
Jan_2003,83232,Petrol,86,Non-Metallic,Manual,1300,3,4,5,1,8427
May_2003,83057,Petrol,86,Metallic,Manual,1300,3,4,5,1,8427
Apr_2003,82761,Petrol,86,Metallic,Manual,1300,3,4,5,0,8427
Aug_2003,82747,Petrol,107,Metallic,Automatic,1600,5,4,5,1,10070
Feb_2003,82490,Petrol,110,Metallic,Manual,1600,5,4,5,0,11607
Jan_2003,82357,Petrol,110,Metallic,Manual,1600,4,4,5,0,10335
Apr_2003,82150,Petrol,110,Metallic,Manual,1600,3,4,5,1,10335
Jun_2003,82104,Petrol,110,Metallic,Manual,1600,3,4,5,0,10017
Jan_2003,81651,Petrol,86,Metallic,Manual,1300,3,4,5,0,9487
Jan_2003,81628,Petrol,86,Metallic,Manual,1300,3,4,5,0,9487
Mar_2003,81398,Petrol,110,Metallic,Manual,1600,5,4,5,1,9434
Aug_2003,81302,Petrol,86,Metallic,Manual,1300,5,4,5,1,10547
Feb_2003,81163,Petrol,86,Metallic,Manual,1300,3,4,5,0,9275
Oct_2003,80732,Petrol,110,Metallic,Manual,1600,5,4,5,0,9487
Apr_2003,80724,Petrol,110,Metallic,Manual,1600,4,4,5,0,9529
Aug_2003,80146,Petrol,86,Metallic,Manual,1300,3,4,5,0,9487
Jul_2003,80103,Diesel,72,Metallic,Manual,2000,3,4,5,0,9487
Feb_2003,79955,Petrol,110,Metallic,Manual,1600,3,4,6,1,10547
Jan_2003,79500,Petrol,110,Metallic,Manual,1600,5,4,5,0,10494
Apr_2003,79500,Petrol,86,Non-Metallic,Manual,1300,3,4,5,0,9487
Jul_2003,79500,Petrol,110,Metallic,Manual,1600,5,4,5,0,9487
Mar_2003,79461,Petrol,107,Non-Metallic,Automatic,1600,3,4,5,0,10070
Jan_2003,79382,Petrol,86,Metallic,Manual,1300,3,4,5,1,8427
Jan_2003,79368,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,8215
Jun_2003,79232,Petrol,110,Metallic,Manual,1600,5,4,5,0,9487
Sept_2003,79203,Petrol,110,Metallic,Manual,1600,5,4,5,1,12667
Jul_2003,78924,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,9487
Sept_2003,78797,Petrol,86,Non-Metallic,Manual,1300,5,4,5,1,12667
Jan_2003,78766,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,9487
May_2003,78645,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,10547
Apr_2003,78630,Petrol,110,Metallic,Manual,1600,3,4,5,0,8745
Feb_2003,78372,Petrol,86,Metallic,Manual,1300,5,4,5,1,9535
Aug_2003,78328,Petrol,110,Metallic,Manual,1600,3,4,6,1,10595
May_2003,77910,Petrol,110,Metallic,Manual,1600,3,4,5,0,9805
May_2003,77779,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,11607
May_2003,77698,Petrol,86,Metallic,Manual,1300,3,4,5,0,9434
Nov_2003,77562,Petrol,110,Metallic,Manual,1600,5,4,5,0,10070
Nov_2003,77304,Petrol,110,Metallic,Manual,1600,5,4,5,0,10547
Feb_2003,77253,Petrol,86,Metallic,Manual,1332,3,4,5,0,8427
Jun_2003,76873,Petrol,110,Metallic,Manual,1600,3,4,5,0,8745
May_2003,76320,Petrol,86,Metallic,Manual,1300,3,4,5,1,10017
Dec_2003,76320,Petrol,86,Non-Metallic,Manual,1300,3,4,5,0,8427
Oct_2003,75648,Petrol,110,Non-Metallic,Manual,1600,3,4,6,0,10070
Apr_2003,75596,Petrol,110,Non-Metallic,Manual,1600,3,4,5,1,9487
Jul_2003,75260,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,11607
Sept_2003,75211,Petrol,110,Non-Metallic,Manual,1600,3,4,5,1,9487
Jun_2003,75162,Petrol,86,Non-Metallic,Manual,1300,5,4,5,0,10017
Nov_2003,74794,Petrol,110,Metallic,Manual,1600,3,4,5,1,8480
Feb_2003,74785,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,10494
Jul_2003,74730,Petrol,110,Metallic,Manual,1600,5,4,5,0,9487
Sept_2003,74680,Diesel,72,Non-Metallic,Manual,2000,5,4,5,0,11554
Oct_2003,74431,Petrol,110,Metallic,Manual,1600,3,4,5,0,10017
May_2003,74323,Petrol,110,Metallic,Manual,1600,4,4,5,0,8957
Apr_2003,74272,Petrol,110,Metallic,Manual,1600,5,4,5,0,10070
Feb_2003,74200,Petrol,107,Metallic,Automatic,1587,3,4,5,0,11130
Jan_2003,74200,Petrol,86,Metallic,Manual,1300,3,4,5,0,7367
Jan_2003,73249,Petrol,110,Non-Metallic,Manual,1600,4,4,5,0,10335
Nov_2003,73163,Petrol,86,Metallic,Manual,1300,5,4,5,1,7367
Feb_2003,73140,Petrol,110,Metallic,Manual,1600,3,4,6,1,10229
Jan_2003,72997,Petrol,110,Metallic,Manual,1600,3,4,6,1,10547
Nov_2003,72846,Petrol,86,Non-Metallic,Manual,1300,3,4,5,1,9805
Jun_2003,72560,Petrol,110,Metallic,Manual,1600,5,4,5,1,9487
Jun_2003,72332,Petrol,86,Non-Metallic,Manual,1300,5,4,5,0,10494
Jun_2003,72242,Petrol,110,Metallic,Manual,1600,5,4,5,0,11655
Apr_2003,72080,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,11130
Apr_2003,72080,Petrol,86,Metallic,Manual,1300,3,4,5,1,9487
Feb_2003,71828,Petrol,110,Metallic,Manual,1600,3,4,6,1,10335
Jan_2003,71175,Petrol,110,Metallic,Manual,1600,5,4,5,0,11607
Feb_2003,71137,Petrol,86,Metallic,Manual,1300,5,4,5,0,10335
Oct_2003,71031,Petrol,110,Metallic,Manual,1600,3,4,6,0,10547
Apr_2003,71023,Petrol,110,Metallic,Manual,1600,4,4,5,0,11130
Jan_2003,70792,Petrol,86,Non-Metallic,Automatic,1300,3,4,5,1,11024
Jan_2003,70543,Petrol,86,Non-Metallic,Manual,1332,3,4,5,0,9328
Aug_2003,70235,Petrol,110,Metallic,Manual,1600,3,4,6,1,11130
Jul_2003,70047,Petrol,110,Non-Metallic,Manual,1600,5,4,5,1,9805
Apr_2003,69960,Petrol,86,Metallic,Manual,1300,3,4,5,1,8268
Aug_2003,69960,Petrol,110,Non-Metallic,Manual,1600,3,4,5,1,10547
Jun_2003,69850,Petrol,110,Metallic,Manual,1600,3,4,6,1,11395
Feb_2003,69732,Petrol,110,Metallic,Manual,1600,5,4,5,0,11607
Apr_2003,69444,Petrol,110,Metallic,Automatic,1600,4,4,5,0,10547
Oct_2003,69391,Petrol,110,Metallic,Manual,1600,5,4,5,0,10547
Jan_2003,69324,Petrol,86,Metallic,Manual,1300,4,4,5,0,8586
Sept_2003,69175,Petrol,110,Metallic,Manual,1600,3,4,5,1,9805
May_2003,68900,Petrol,110,Metallic,Manual,1600,3,4,5,1,8268
Jan_2003,68900,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,9540
Dec_2003,68900,Petrol,110,Non-Metallic,Manual,1600,4,4,5,0,9487
Jul_2003,68864,Petrol,86,Non-Metallic,Manual,1300,3,4,5,0,9487
Jan_2003,68847,Petrol,110,Metallic,Manual,1600,5,4,5,0,10547
Sept_2003,68809,Petrol,110,Metallic,Manual,1600,5,4,5,1,9010
Jul_2003,68685,Petrol,110,Metallic,Manual,1600,5,4,5,0,8475
Apr_2003,68658,Petrol,110,Metallic,Manual,1600,3,4,5,0,9275
Jun_2003,68571,Petrol,86,Non-Metallic,Manual,1300,3,4,5,0,10335
Apr_2003,68508,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,11607
Feb_2003,68490,Petrol,110,Metallic,Manual,1600,5,4,5,1,10335
Sept_2003,68246,Petrol,86,Non-Metallic,Manual,1300,3,4,5,0,8692
Jan_2003,67840,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,9487
Mar_2003,67714,Petrol,86,Non-Metallic,Manual,1300,3,4,5,1,10070
Nov_2003,67702,Diesel,72,Non-Metallic,Manual,2000,5,4,5,0,11607
Mar_2003,67128,Petrol,86,Non-Metallic,Automatic,1300,5,4,5,0,10335
Apr_2003,66780,Petrol,86,Metallic,Automatic,1300,5,4,5,0,10547
Aug_2003,66780,Petrol,86,Non-Metallic,Automatic,1300,3,4,5,0,11077
Apr_2003,66140,Petrol,110,Non-Metallic,Manual,1600,3,4,5,1,10441
Jul_2003,66120,Petrol,110,Metallic,Manual,1600,5,4,5,0,10017
Feb_2003,66055,Petrol,110,Metallic,Manual,1600,3,4,5,0,10913
Jan_2003,66030,Petrol,110,Metallic,Manual,1600,3,4,6,0,10335
Apr_2003,65958,Petrol,110,Metallic,Manual,1600,3,4,5,0,9487
Jan_2003,65955,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,10494
Mar_2003,65863,Petrol,86,Metallic,Manual,1300,5,4,5,0,9275
Nov_2003,65745,Petrol,110,Metallic,Manual,1600,5,4,5,0,10547
Sept_2003,65696,Petrol,86,Metallic,Manual,1300,3,4,5,1,9010
Jul_2003,65646,Petrol,110,Metallic,Manual,1600,4,4,5,0,10547
Dec_2003,65383,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,11607
Jan_2003,65262,Petrol,110,Metallic,Manual,1600,4,4,5,0,10383
Jan_2003,65194,Petrol,110,Metallic,Manual,1600,4,4,5,0,9275
Apr_2003,65067,Petrol,110,Metallic,Manual,1600,3,4,5,0,8745
Nov_2003,65024,Petrol,110,Metallic,Manual,1600,5,4,5,0,10547
Jul_2003,64929,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,10547
Oct_2003,64836,Petrol,110,Metallic,Manual,1600,3,4,5,0,11130
Jul_2003,64818,Petrol,86,Metallic,Manual,1300,5,4,5,0,10335
Aug_2003,64813,Petrol,110,Metallic,Manual,1600,5,4,5,0,11925
Oct_2003,64795,Petrol,110,Metallic,Manual,1600,3,4,5,1,9434
Sept_2003,64766,Petrol,86,Metallic,Manual,1300,3,4,5,1,8427
Jan_2003,64766,Petrol,110,Metallic,Manual,1600,5,4,5,0,12190
Dec_2003,64660,Petrol,110,Metallic,Manual,1600,3,4,5,1,10017
Apr_2003,64367,Petrol,86,Metallic,Manual,1300,3,4,5,0,8475
Oct_2003,64350,Petrol,86,Metallic,Manual,1300,5,4,5,1,11655
Aug_2003,64164,Petrol,110,Metallic,Manual,1600,3,4,5,1,9487
Feb_2003,63600,Petrol,86,Non-Metallic,Automatic,1300,4,4,5,0,8745
Mar_2003,63600,Petrol,86,Metallic,Manual,1300,3,4,5,1,9487
Apr_2003,63600,Petrol,86,Metallic,Manual,1300,3,4,5,1,9487
Jul_2003,62853,Petrol,86,Non-Metallic,Manual,1300,5,4,5,1,10070
Apr_2003,62820,Petrol,86,Non-Metallic,Manual,1300,3,4,5,1,7950
Jun_2003,62540,Petrol,110,Non-Metallic,Manual,1600,3,4,5,1,9487
Jun_2003,62540,Petrol,86,Metallic,Manual,1300,5,4,5,0,10547
Apr_2003,62540,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,10335
Aug_2003,62540,Petrol,110,Metallic,Manual,1600,5,4,5,1,10017
Apr_2003,62540,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,10547
Jan_2003,62392,Petrol,110,Metallic,Manual,1600,3,4,5,0,10335
Apr_2003,62359,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,9487
Mar_2003,62173,Petrol,110,Metallic,Manual,1600,5,4,5,0,8745
Apr_2003,61798,Petrol,86,Metallic,Manual,1300,3,4,5,1,8215
Sept_2003,61765,Petrol,110,Metallic,Manual,1600,3,4,5,1,9487
May_2003,61624,Petrol,110,Metallic,Manual,1600,5,4,5,0,10547
Mar_2003,61600,Petrol,107,Metallic,Automatic,1600,3,4,5,0,10017
Feb_2003,61541,Petrol,110,Metallic,Manual,1600,3,4,6,1,13727
Nov_2003,61480,Petrol,110,Metallic,Manual,1600,3,4,5,1,10547
Jul_2003,61480,Petrol,110,Metallic,Manual,1600,3,4,6,1,11125
Jan_2003,61019,Petrol,86,Metallic,Manual,1300,5,4,5,1,8427
Jun_2003,60858,Petrol,107,Non-Metallic,Automatic,1600,5,4,5,1,11130
Apr_2003,60816,Petrol,110,Metallic,Manual,1600,5,4,5,0,9487
Jul_2003,60610,Petrol,110,Metallic,Manual,1600,5,4,5,0,10494
Aug_2003,60599,Petrol,110,Metallic,Manual,1600,3,4,6,1,10595
Jun_2003,60551,Petrol,110,Metallic,Manual,1600,3,4,6,1,10547
Jun_2003,60420,Petrol,110,Metallic,Manual,1600,3,4,5,1,10547
Feb_2003,60420,Petrol,110,Non-Metallic,Manual,1600,3,4,5,1,8745
Jun_2003,60420,Petrol,86,Metallic,Manual,1300,5,4,5,0,10547
Oct_2003,59635,Petrol,86,Non-Metallic,Manual,1300,3,4,5,0,9487
Jul_2003,59582,Petrol,107,Metallic,Automatic,1600,3,4,5,1,11607
Feb_2003,59438,Petrol,86,Non-Metallic,Manual,1300,4,4,5,0,9805
Jun_2003,59299,Petrol,110,Metallic,Manual,1600,5,4,5,1,10547
Dec_2003,59195,Petrol,86,Metallic,Manual,1300,5,4,5,0,10595
Aug_2003,59092,Petrol,86,Non-Metallic,Manual,1300,3,4,5,0,9275
Nov_2003,58807,Petrol,86,Non-Metallic,Manual,1300,5,4,5,0,11607
Sept_2003,58390,Petrol,107,Non-Metallic,Automatic,1600,5,4,5,0,10971
Apr_2003,58365,Petrol,110,Metallic,Manual,1600,5,4,5,1,10547
Apr_2003,58300,Petrol,86,Metallic,Manual,1300,3,4,5,0,9487
Dec_2003,58300,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,11607
Jun_2003,58232,Petrol,110,Metallic,Manual,1600,5,4,5,0,11607
Jan_2003,58168,Petrol,110,Metallic,Manual,1600,5,4,5,1,9487
Feb_2003,58138,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,9434
Sept_2003,57827,Petrol,110,Metallic,Manual,1600,3,4,6,1,10865
Aug_2003,57372,Petrol,110,Metallic,Manual,1600,5,4,5,0,10017
Aug_2003,57240,Petrol,110,Metallic,Manual,1600,3,4,5,0,9805
Dec_2003,57240,Petrol,110,Metallic,Manual,1600,5,4,5,0,11130
Nov_2003,57240,Petrol,86,Non-Metallic,Manual,1300,5,4,5,1,7791
Dec_2003,57240,Petrol,110,Metallic,Manual,1600,3,4,5,0,10865
Jul_2003,56482,Petrol,110,Metallic,Manual,1600,5,4,5,0,10865
Apr_2003,56236,Petrol,110,Metallic,Manual,1600,5,4,5,0,12190
Jan_2003,56180,Petrol,110,Metallic,Automatic,1587,3,4,5,0,9487
Jan_2003,56180,Petrol,86,Non-Metallic,Manual,1300,3,4,5,0,8215
May_2003,56146,Petrol,110,Metallic,Manual,1600,3,4,5,1,10070
Feb_2003,55968,Petrol,86,Metallic,Manual,1300,3,4,5,1,8957
Dec_2003,55701,Petrol,110,Non-Metallic,Manual,1600,3,4,5,1,9487
Sept_2003,55636,Petrol,110,Metallic,Manual,1600,4,4,5,0,8904
Mar_2003,55526,Petrol,86,Non-Metallic,Manual,1300,3,4,5,1,9805
Aug_2003,55239,Petrol,110,Metallic,Manual,1600,4,4,5,0,9434
Nov_2003,54815,Petrol,110,Non-Metallic,Manual,1600,3,4,5,1,9275
Nov_2003,54506,Petrol,110,Non-Metallic,Automatic,1600,5,4,3,0,11607
Aug_2003,54309,Petrol,86,Metallic,Manual,1300,4,4,5,0,9487
Apr_2003,54060,Petrol,86,Metallic,Manual,1300,3,4,5,0,9487
Aug_2003,53980,Petrol,110,Metallic,Manual,1600,5,4,5,0,9429
Mar_2003,53854,Petrol,86,Non-Metallic,Manual,1300,3,4,5,0,9953
Oct_2003,53497,Petrol,110,Metallic,Manual,1600,5,4,5,1,9275
Aug_2003,53183,Petrol,110,Metallic,Manual,1600,5,4,5,0,10335
Jul_2003,53000,Petrol,110,Metallic,Manual,1600,5,4,5,0,10547
Apr_2003,52939,Petrol,110,Non-Metallic,Manual,1600,3,4,6,0,11607
Feb_2003,52560,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,10494
Jul_2003,52213,Petrol,110,Metallic,Manual,1600,4,4,5,0,10070
Aug_2003,51940,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,10547
Jun_2003,51662,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,10547
Jul_2003,50615,Petrol,86,Metallic,Manual,1300,5,4,5,0,11130
Jun_2003,50469,Petrol,86,Non-Metallic,Manual,1300,3,4,5,1,10547
Jan_2003,50350,Petrol,86,Metallic,Manual,1300,5,4,5,0,11125
Mar_2003,50071,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,10070
Nov_2003,50001,Petrol,86,Metallic,Manual,1300,3,4,5,0,9010
Sept_2003,49884,Petrol,110,Non-Metallic,Manual,1600,4,4,5,0,11077
Apr_2003,49835,Petrol,86,Metallic,Manual,1300,3,4,5,0,9487
Oct_2003,49745,Petrol,86,Metallic,Manual,1300,3,4,5,1,10494
Jun_2003,48760,Petrol,86,Non-Metallic,Manual,1300,5,4,5,1,9434
Apr_2003,48422,Petrol,110,Non-Metallic,Manual,1600,3,4,5,1,9270
Apr_2003,48282,Petrol,86,Metallic,Manual,1300,3,4,5,0,9275
Dec_2003,47700,Petrol,110,Metallic,Manual,1600,5,4,5,0,11395
Dec_2003,47700,Petrol,110,Metallic,Manual,1600,3,4,5,0,10335
Apr_2003,47700,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,9381
Mar_2003,47700,Petrol,86,Metallic,Manual,1300,5,4,5,1,8427
Jun_2003,47700,Petrol,110,Metallic,Manual,1600,4,4,5,0,10017
Aug_2003,47700,Petrol,107,Non-Metallic,Automatic,1600,3,4,5,0,10547
Jun_2003,47641,Petrol,110,Metallic,Manual,1600,4,4,5,0,8745
Aug_2003,47273,Petrol,86,Non-Metallic,Manual,1300,3,4,5,0,10547
Jan_2003,47125,Petrol,86,Non-Metallic,Manual,1300,3,4,5,0,10595
Oct_2003,46447,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,10547
Sept_2003,46032,Petrol,110,Metallic,Manual,1600,5,4,5,0,11125
Nov_2003,45580,CNG,110,Metallic,Automatic,1600,4,4,3,0,8427
Jan_2003,45580,Petrol,110,Metallic,Manual,1600,5,4,5,0,9487
Dec_2003,45580,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,10277
May_2003,45580,Petrol,86,Non-Metallic,Manual,1300,3,4,5,0,8215
Jan_2003,45315,Petrol,110,Metallic,Manual,1600,3,4,5,0,10547
Feb_2003,44628,Petrol,110,Metallic,Manual,1600,5,4,5,0,10547
Jun_2003,44081,Petrol,110,Metallic,Manual,1600,5,4,5,0,10547
May_2003,43672,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,10494
Dec_2003,42627,Petrol,86,Non-Metallic,Manual,1300,3,4,5,1,11607
Sept_2003,42400,Petrol,86,Metallic,Manual,1300,4,4,5,0,9487
Mar_2003,41575,Petrol,86,Metallic,Automatic,1300,3,4,5,1,9487
Mar_2003,41493,Petrol,110,Metallic,Manual,1600,3,4,5,0,8745
Jul_2003,41340,Petrol,110,Metallic,Manual,1600,5,4,5,0,10865
Aug_2003,40300,Petrol,110,Metallic,Manual,1600,5,4,5,1,9275
Jan_2003,40025,Petrol,110,Metallic,Manual,1600,5,4,5,1,10335
Aug_2003,39750,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,11607
Sept_2003,39338,Petrol,110,Metallic,Manual,1600,3,4,5,1,11607
Jul_2003,39220,Petrol,86,Non-Metallic,Manual,1300,3,4,5,0,10335
Oct_2003,39171,Petrol,110,Metallic,Manual,1600,3,4,5,1,9434
Sept_2003,39160,Petrol,110,Non-Metallic,Manual,1600,5,4,5,1,10070
Jun_2003,39138,Petrol,86,Non-Metallic,Manual,1300,5,4,5,1,10547
Mar_2003,38857,Petrol,110,Non-Metallic,Manual,1600,3,4,5,1,10547
Apr_2003,38160,Petrol,86,Metallic,Manual,1300,3,4,5,0,8745
Apr_2003,38160,Petrol,110,Metallic,Manual,1600,3,4,6,1,11077
Jul_2003,37643,Petrol,110,Metallic,Manual,1600,3,4,6,1,11607
Apr_2003,37400,Petrol,86,Metallic,Manual,1300,3,4,5,0,9805
Jan_2003,37100,Petrol,110,Metallic,Manual,1600,3,4,5,1,9434
Dec_2003,37100,Petrol,86,Metallic,Manual,1300,5,4,5,1,11554
May_2003,36161,Petrol,110,Non-Metallic,Manual,1600,3,4,5,1,10335
Nov_2003,36040,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,12667
